poll_uuid,uuid,image_id,image_path,vote_cnt,post_date,user_tag,model_tag,poll_text
10eadd1e-2ecd-4a7b-8a3a-41ddade8709f,c8fdbc5f-8ce5-439e-ace4-a7bc9c643167,"{'1': 'UNADJUSTEDNONRAW_thumb_375.jpg', '2': 'UNADJUSTEDNONRAW_thumb_370.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/10eadd1e-2ecd-4a7b-8a3a-41ddade8709f/1/UNADJUSTEDNONRAW_thumb_375.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=6Ngv8KYvP2oxRdSzmZmAOXowk3A%3D&Expires=1556826173', 'https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/10eadd1e-2ecd-4a7b-8a3a-41ddade8709f/2/UNADJUSTEDNONRAW_thumb_370.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=rc9g3%2FvazScNJY5ISe4h0O8r%2F98%3D&Expires=1556826173']",,2019-04-25 19:44:24.813973,{Accessories},"{Food,""Home Decor"",Meal,Furniture}",Which case is better?
5c29c716-fcec-4cfd-85fd-e8632875da43,4d6ef109-bce7-4897-8129-6aef9ef1ff53,"{'1': 'better_looking.jpg', '2': 'less_good_looking.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/4d6ef109-bce7-4897-8129-6aef9ef1ff53/5c29c716-fcec-4cfd-85fd-e8632875da43/1/better_looking.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=UurTR70IjpnVjmZL4jD2gHa6FZY%3D&Expires=1556843496', 'https://product-analytics-team-9.s3.amazonaws.com/4d6ef109-bce7-4897-8129-6aef9ef1ff53/5c29c716-fcec-4cfd-85fd-e8632875da43/2/less_good_looking.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=iABbAXnihLBVLiQI%2FycMY3KxcR4%3D&Expires=1556843496']",,2019-04-26 00:32:09.661274,{favorite},"{Meal,Lasagna,Pasta,Pizza}",Which lasagna looks tastier?
cc442baf-7ac7-4680-a0e8-bc72e17c1158,c8fdbc5f-8ce5-439e-ace4-a7bc9c643167,"{'1': '7ThmCdHNTyqdnM5J3QvenA_thumb_3bf.jpg', '2': 'Pi17q90VSNaWGIJYrbkakg_thumb_9c.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/cc442baf-7ac7-4680-a0e8-bc72e17c1158/1/7ThmCdHNTyqdnM5J3QvenA_thumb_3bf.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=fsopJTcAYXnRrjLbsUBNYaaic%2Fc%3D&Expires=1556847906', 'https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/cc442baf-7ac7-4680-a0e8-bc72e17c1158/2/Pi17q90VSNaWGIJYrbkakg_thumb_9c.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=SopIjlVQ%2FhDOB%2BrFPxMEF5bH0wI%3D&Expires=1556847906']",,2019-04-26 01:46:48.346312,{Bridges},"{Architecture,Urban,Bridge,Outdoors}",Which bridge is more beautiful? Golden Gate or Bay Bridge ?
abee116d-a9e8-4fc8-9397-c36710775801,9281d19f-b707-4df8-a8f3-b757475fe8e6,"{'1': 'car00000007.jpg', '2': 'car00000008.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/9281d19f-b707-4df8-a8f3-b757475fe8e6/abee116d-a9e8-4fc8-9397-c36710775801/1/car00000007.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=kwdRf2An19XkYv6d0Cprnn2YWEo%3D&Expires=1556905827', 'https://product-analytics-team-9.s3.amazonaws.com/9281d19f-b707-4df8-a8f3-b757475fe8e6/abee116d-a9e8-4fc8-9397-c36710775801/2/car00000008.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=PGEcgugseC3aEpKz9cOeB5mLpp4%3D&Expires=1556905827']",,2019-04-26 17:50:39.382097,"{car,rich,cool}","{Tire,Transportation,""Sports Car"",Vehicle}",which car should I buy??
3711b01c-c60f-4cb8-90c9-c7be5a0ab6e1,c8fdbc5f-8ce5-439e-ace4-a7bc9c643167,"{'1': 'car2.jpg', '2': 'cars.jpeg'}","['https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/3711b01c-c60f-4cb8-90c9-c7be5a0ab6e1/1/car2.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=vlYB35GWwj3R0AcgcUDd2XiDDkw%3D&Expires=1556920636', 'https://product-analytics-team-9.s3.amazonaws.com/c8fdbc5f-8ce5-439e-ace4-a7bc9c643167/3711b01c-c60f-4cb8-90c9-c7be5a0ab6e1/2/cars.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=qv1qrsSzDr5OuyPyFDTi7QJFxpM%3D&Expires=1556920636']",,2019-04-26 21:57:55.537601,{cars},"{""Sports Car"",Car,Wheel,Tire}",Which care should I buy?
9410ef1f-436d-42a5-8746-c385b88a0191,b647fccb-2317-4033-8317-b214ec9b1927,"{'1': 'emilia-clarke-as-daenerys-targaryen-in-game-of-thrones-season-7-1503574048.jpeg', '2': 'mv5bmta1njmynzmwmtneqtjeqwpwz15bbwu4mdkwmzuyotgx-_v1_al_.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/b647fccb-2317-4033-8317-b214ec9b1927/9410ef1f-436d-42a5-8746-c385b88a0191/1/emilia-clarke-as-daenerys-targaryen-in-game-of-thrones-season-7-1503574048.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=%2Fl7aOWm1klz1eseUW5q4Vy9tJ9c%3D&Expires=1556926763', 'https://product-analytics-team-9.s3.amazonaws.com/b647fccb-2317-4033-8317-b214ec9b1927/9410ef1f-436d-42a5-8746-c385b88a0191/2/mv5bmta1njmynzmwmtneqtjeqwpwz15bbwu4mdkwmzuyotgx-_v1_al_.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=p4AFJRBgfQJXZfDNHIzOq0lPGUc%3D&Expires=1556926763']",,2019-04-26 23:39:56.487938,"{Game,of,Thrones}","{Gown,Suit,Sleeve,Female}",who is the best woman leader
9dcc65b2-d350-488b-be7e-a8f5d0dc5b72,b647fccb-2317-4033-8317-b214ec9b1927,"{'1': '85665493e0f06567801de06255072936.jpg', '2': 'Beijing_Mutton_Hot_Pot_muttonwithpot.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/b647fccb-2317-4033-8317-b214ec9b1927/9dcc65b2-d350-488b-be7e-a8f5d0dc5b72/1/85665493e0f06567801de06255072936.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=P36XtD%2BEoC1%2BhIfdazeqL9EICsM%3D&Expires=1556926862', 'https://product-analytics-team-9.s3.amazonaws.com/b647fccb-2317-4033-8317-b214ec9b1927/9dcc65b2-d350-488b-be7e-a8f5d0dc5b72/2/Beijing_Mutton_Hot_Pot_muttonwithpot.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=fmt8UF1yFt28p1HhgdIY0ozxEao%3D&Expires=1556926862']",,2019-04-26 23:41:12.813013,{Dinner},"{Dish,Meal,Stew,Pizza}",What's dinner for tonight?
29607dfc-b40d-4e5d-b469-83dd1b14b4e9,c4670d72-e003-4d72-be52-2cd0c3e2642f,"{'1': 'car00000016.png', '2': 'car00000017.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/29607dfc-b40d-4e5d-b469-83dd1b14b4e9/1/car00000016.png?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=RWpDrSvcKdTz%2FuXUvbWRrd9Au%2BE%3D&Expires=1556986875', 'https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/29607dfc-b40d-4e5d-b469-83dd1b14b4e9/2/car00000017.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=85oASScC9zTatk1BU0bs7TbSr%2Fg%3D&Expires=1556986876']",,2019-04-27 16:21:35.710615,"{car,white,car}","{""Sports Car"",""Car Wheel"",Coupe,""Alloy Wheel""}",which car should I buy??
d70db564-385d-46a6-90d9-f34ad20ff46f,c4670d72-e003-4d72-be52-2cd0c3e2642f,"{'1': 'hairstyle00000091.jpg', '2': 'hairstyle00000097.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/d70db564-385d-46a6-90d9-f34ad20ff46f/1/hairstyle00000091.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=rOCmvWgDm6v2yvHRPLGLgZLbslk%3D&Expires=1556986938', 'https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/d70db564-385d-46a6-90d9-f34ad20ff46f/2/hairstyle00000097.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=MWOplXwfeimNwQDvpLbTPC34Ju4%3D&Expires=1556986938']",,2019-04-27 16:22:48.728346,"{hairstyle,fashion}","{Clothing,Lip,Gown,Mouth}",which hair cut should I choose ??
870a44ad-f63f-4bf0-b887-22dbabf01963,c4670d72-e003-4d72-be52-2cd0c3e2642f,"{'1': 'WechatIMG376.jpeg', '2': 'WechatIMG377.jpeg'}","['https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/870a44ad-f63f-4bf0-b887-22dbabf01963/1/WechatIMG376.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=zgCcjbALRlC9ZBlxW9ZqbMIR%2B0w%3D&Expires=1556987152', 'https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/870a44ad-f63f-4bf0-b887-22dbabf01963/2/WechatIMG377.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=7qFLfYlT%2F24MZVU16tXsefRjduk%3D&Expires=1556987152']",,2019-04-27 16:26:23.503782,"{alcohol,relaxing,drink,bar}","{Text,Drink,Beer,Liquor}",which should I get tonight
4bdfd38d-4e72-4bfd-9228-1178392c051c,c4670d72-e003-4d72-be52-2cd0c3e2642f,"{'1': 'WechatIMG392.jpeg', '2': 'WechatIMG393.jpeg'}","['https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/4bdfd38d-4e72-4bfd-9228-1178392c051c/1/WechatIMG392.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=pC9e8cActvDnfxByrfBxXUZELHA%3D&Expires=1556987195', 'https://product-analytics-team-9.s3.amazonaws.com/c4670d72-e003-4d72-be52-2cd0c3e2642f/4bdfd38d-4e72-4bfd-9228-1178392c051c/2/WechatIMG393.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=vyNNT%2FkXjZEZ4Ak7jw22UkQRW5c%3D&Expires=1556987195']",,2019-04-27 16:26:49.720330,"{Uniqlo,Marvel,T,shirt}","{Fashion,Clothing,Buckle,""Long Sleeve""}",which one looks better??
ba470bf5-f28c-4653-8e20-bb9afd44b2a2,55ca9359-e7cb-48ee-a017-a9b5faf27e06,"{'1': 'dog1.jpg', '2': 'dog2.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/ba470bf5-f28c-4653-8e20-bb9afd44b2a2/1/dog1.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=hVeq4%2BDAf4ANKqAJlGiKspDT%2FlY%3D&Expires=1556991551', 'https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/ba470bf5-f28c-4653-8e20-bb9afd44b2a2/2/dog2.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=UpPPvWSoeM3QRSMg4gbnZQLSDec%3D&Expires=1556991551']",,2019-04-27 17:39:32.926988,{corgi},"{Accessory,Tie,Cat,Sunglasses}",Which tie looks better on my corgis?
9604246b-6d49-450c-a564-e5c5eaf0694f,55ca9359-e7cb-48ee-a017-a9b5faf27e06,"{'1': 'Screen_Shot_2019-04-27_at_10.46.35_AM.png', '2': 'Screen_Shot_2019-04-27_at_10.47.27_AM.png'}","['https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/9604246b-6d49-450c-a564-e5c5eaf0694f/1/Screen_Shot_2019-04-27_at_10.46.35_AM.png?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=hfHNAvS5s4g9%2Fg90INlFAoiMtyg%3D&Expires=1556992055', 'https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/9604246b-6d49-450c-a564-e5c5eaf0694f/2/Screen_Shot_2019-04-27_at_10.47.27_AM.png?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=iB2CqnqBSOhuQEkMIVNjCJknomM%3D&Expires=1556992055']",,2019-04-27 17:49:46.081577,"{short,trip}","{Food,""Citrus Fruit"",Jacket,Overcoat}",Which outfit for road trip to Seattle?
ad61ce08-6914-4d89-b019-cfbda96221d3,d07f2a28-b8a4-4fe4-acf4-15d56dc81606,"{'1': 'pasta_white.jpeg', '2': 'pasta_red.jpeg'}","['https://product-analytics-team-9.s3.amazonaws.com/d07f2a28-b8a4-4fe4-acf4-15d56dc81606/ad61ce08-6914-4d89-b019-cfbda96221d3/1/pasta_white.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=X8NtK1klzMe9TyMmgB9YA6irlS4%3D&Expires=1556994572', 'https://product-analytics-team-9.s3.amazonaws.com/d07f2a28-b8a4-4fe4-acf4-15d56dc81606/ad61ce08-6914-4d89-b019-cfbda96221d3/2/pasta_red.jpeg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=jwEyYrFUwo4ypw%2B21x9OJR4dD8M%3D&Expires=1556994573']",,2019-04-27 18:29:42.738770,{pasta},"{Pizza,Dish,Cutlery,Plant}",Which pasta should I cook red or white 
a40542ac-c5bd-4388-a77c-24de84751bd8,55ca9359-e7cb-48ee-a017-a9b5faf27e06,"{'1': 'b371d0564a4107db20260529344bc1d8.jpg', '2': 'Best-Casual-Fall-Women-Work-Outfits-for-Job-Interview-05.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/a40542ac-c5bd-4388-a77c-24de84751bd8/1/b371d0564a4107db20260529344bc1d8.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=ul0XsEls7F2nXPui8sEQ%2BE7ZA%2Fs%3D&Expires=1556992662', 'https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/a40542ac-c5bd-4388-a77c-24de84751bd8/2/Best-Casual-Fall-Women-Work-Outfits-for-Job-Interview-05.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=uq7UufTy6wNnlryrr4gQNbDrrSE%3D&Expires=1556992663']",,2019-04-27 17:58:00.402611,{interview},"{Jeans,Photography,Teen,Suit}",What should I wear to a tech interview at Bay Area?
e42dbc8c-ff7d-47b2-bfb3-6c10afe7a876,d07f2a28-b8a4-4fe4-acf4-15d56dc81606,"{'1': 'android.png', '2': 'Apple_logo.png'}","['https://product-analytics-team-9.s3.amazonaws.com/d07f2a28-b8a4-4fe4-acf4-15d56dc81606/e42dbc8c-ff7d-47b2-bfb3-6c10afe7a876/1/android.png?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=7c8kpVZy4R%2BDpv4KJUTuqr6EoFg%3D&Expires=1556993316', 'https://product-analytics-team-9.s3.amazonaws.com/d07f2a28-b8a4-4fe4-acf4-15d56dc81606/e42dbc8c-ff7d-47b2-bfb3-6c10afe7a876/2/Apple_logo.png?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=WtQROyoNaWoZAWGVvM2QHOAv9U4%3D&Expires=1556993316']",,2019-04-27 18:16:07.703213,{logo},"{Silhouette,Trademark,Stencil,Logo}",Whats your favorite 
99cdee32-6e97-4a9d-91c8-49035c1bf17e,55ca9359-e7cb-48ee-a017-a9b5faf27e06,"{'1': 'car2.jpg', '2': 'Unknown.jpg'}","['https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/99cdee32-6e97-4a9d-91c8-49035c1bf17e/1/car2.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=2b%2BXLq6iEqVTuvZL0sXM8HTFUb0%3D&Expires=1556994152', 'https://product-analytics-team-9.s3.amazonaws.com/55ca9359-e7cb-48ee-a017-a9b5faf27e06/99cdee32-6e97-4a9d-91c8-49035c1bf17e/2/Unknown.jpg?AWSAccessKeyId=AKIAIKNDRM7ZD3K67IBQ&Signature=XAUjDJrb8Gyy2R9dQbNy2hRAX4k%3D&Expires=1556994152']",,2019-04-27 18:22:39.540322,{},{},Which car should I buy?
